n02w079,-79,-78,1,2
n02w080,-80,-79,1,2
n02w092,-92,-91,1,2
n02w093,-93,-92,1,2
n02w158,-158,-157,1,2
n03e009,9,10,2,3
n03e010,10,11,2,3
n03e011,11,12,2,3
n03e012,12,13,2,3
n03e013,13,14,2,3
n03e014,14,15,2,3
n03e015,15,16,2,3
n03e016,16,17,2,3
n03e017,17,18,2,3
n03e018,18,19,2,3
n03e019,19,20,2,3
n03e020,20,21,2,3
n03e021,21,22,2,3
n03e022,22,23,2,3
n03e023,23,24,2,3
n03e024,24,25,2,3
n03e025,25,26,2,3
n03e026,26,27,2,3
n03e027,27,28,2,3
n03e028,28,29,2,3
n03e029,29,30,2,3
n03e030,30,31,2,3
n03e031,31,32,2,3
n03e032,32,33,2,3
n03e033,33,34,2,3
n03e034,34,35,2,3
n03e035,35,36,2,3
n03e036,36,37,2,3
n03e037,37,38,2,3
n03e038,38,39,2,3
n03e039,39,40,2,3
n03e040,40,41,2,3
n03e041,41,42,2,3
n03e042,42,43,2,3
n03e043,43,44,2,3
n03e044,44,45,2,3
n03e045,45,46,2,3
n03e046,46,47,2,3
n03e072,72,73,2,3
n03e073,73,74,2,3
n03e095,95,96,2,3
n03e096,96,97,2,3
n03e097,97,98,2,3
n03e098,98,99,2,3
n03e099,99,100,2,3
n03e100,100,101,2,3
n03e101,101,102,2,3
n03e102,102,103,2,3
n03e103,103,104,2,3
n03e104,104,105,2,3
n03e105,105,106,2,3
n03e106,106,107,2,3
n03e107,107,108,2,3
n03e108,108,109,2,3
n03e109,109,110,2,3
n03e111,111,112,2,3
n03e112,112,113,2,3
n03e113,113,114,2,3
n03e114,114,115,2,3
n03e115,115,116,2,3
n03e116,116,117,2,3
n03e117,117,118,2,3
n03e118,118,119,2,3
n03e125,125,126,2,3
n03e127,127,128,2,3
n03e128,128,129,2,3
n03e173,173,174,2,3
n03w051,-51,-50,2,3
n03w052,-52,-51,2,3
n03w053,-53,-52,2,3
n03w054,-54,-53,2,3
n03w055,-55,-54,2,3
n03w056,-56,-55,2,3
n03w057,-57,-56,2,3
n03w058,-58,-57,2,3
n03w059,-59,-58,2,3
n03w060,-60,-59,2,3
n03w061,-61,-60,2,3
n03w062,-62,-61,2,3
n03w063,-63,-62,2,3
n03w064,-64,-63,2,3
n03w065,-65,-64,2,3
n03w066,-66,-65,2,3
n03w067,-67,-66,2,3
n03w068,-68,-67,2,3
n03w069,-69,-68,2,3
n03w070,-70,-69,2,3
n03w071,-71,-70,2,3
n03w072,-72,-71,2,3
n03w073,-73,-72,2,3
n03w074,-74,-73,2,3
n03w075,-75,-74,2,3
n03w076,-76,-75,2,3
n03w077,-77,-76,2,3
n03w078,-78,-77,2,3
n03w079,-79,-78,2,3
n03w158,-158,-157,2,3
n04e008,8,9,3,4
n04e009,9,10,3,4
n04e010,10,11,3,4
n04e011,11,12,3,4
n04e012,12,13,3,4
n04e013,13,14,3,4
n04e014,14,15,3,4
n04e015,15,16,3,4
n04e016,16,17,3,4
n04e017,17,18,3,4
n04e018,18,19,3,4
n04e019,19,20,3,4
n04e020,20,21,3,4
n04e021,21,22,3,4
n04e022,22,23,3,4
n04e023,23,24,3,4
n04e024,24,25,3,4
n04e025,25,26,3,4
n04e026,26,27,3,4
n04e027,27,28,3,4
n04e028,28,29,3,4
n04e029,29,30,3,4
n04e030,30,31,3,4
n04e031,31,32,3,4
n04e032,32,33,3,4
n04e033,33,34,3,4
n04e034,34,35,3,4
n04e035,35,36,3,4
n04e036,36,37,3,4
n04e037,37,38,3,4
n04e038,38,39,3,4
n04e039,39,40,3,4
n04e040,40,41,3,4
n04e041,41,42,3,4
n04e042,42,43,3,4
n04e043,43,44,3,4
n04e044,44,45,3,4
n04e045,45,46,3,4
n04e046,46,47,3,4
n04e047,47,48,3,4
n04e072,72,73,3,4
n04e073,73,74,3,4
n04e096,96,97,3,4
n04e097,97,98,3,4
n04e098,98,99,3,4
n04e099,99,100,3,4
n04e100,100,101,3,4
n04e101,101,102,3,4
n04e102,102,103,3,4
n04e103,103,104,3,4
n04e105,105,106,3,4
n04e106,106,107,3,4
n04e107,107,108,3,4
n04e108,108,109,3,4
n04e112,112,113,3,4
n04e113,113,114,3,4
n04e114,114,115,3,4
n04e115,115,116,3,4
n04e116,116,117,3,4
n04e117,117,118,3,4
n04e125,125,126,3,4
n04e126,126,127,3,4
n04e131,131,132,3,4
n04e172,172,173,3,4
n04e173,173,174,3,4
n04w051,-51,-50,3,4
n04w052,-52,-51,3,4
n04w053,-53,-52,3,4
n04w054,-54,-53,3,4
n04w055,-55,-54,3,4
n04w056,-56,-55,3,4
n04w057,-57,-56,3,4
n04w058,-58,-57,3,4
n04w059,-59,-58,3,4
n04w060,-60,-59,3,4
n04w061,-61,-60,3,4
n04w062,-62,-61,3,4
n04w063,-63,-62,3,4
n04w064,-64,-63,3,4
n04w065,-65,-64,3,4
n04w066,-66,-65,3,4
n04w067,-67,-66,3,4
n04w068,-68,-67,3,4
n04w069,-69,-68,3,4
n04w070,-70,-69,3,4
n04w071,-71,-70,3,4
n04w072,-72,-71,3,4
n04w073,-73,-72,3,4
n04w074,-74,-73,3,4
n04w075,-75,-74,3,4
n04w076,-76,-75,3,4
n04w077,-77,-76,3,4
n04w078,-78,-77,3,4
n04w079,-79,-78,3,4
n04w082,-82,-81,3,4
n04w160,-160,-159,3,4
n05e005,5,6,4,5
n05e006,6,7,4,5
n05e007,7,8,4,5
n05e008,8,9,4,5
n05e009,9,10,4,5
n05e010,10,11,4,5
n05e011,11,12,4,5
n05e012,12,13,4,5
n05e013,13,14,4,5
n05e014,14,15,4,5
n05e015,15,16,4,5
n05e016,16,17,4,5
n05e017,17,18,4,5
n05e018,18,19,4,5
n05e019,19,20,4,5
n05e020,20,21,4,5
n05e021,21,22,4,5
n05e022,22,23,4,5
n05e023,23,24,4,5
n05e024,24,25,4,5
n05e025,25,26,4,5
n05e026,26,27,4,5
n05e027,27,28,4,5
n05e028,28,29,4,5
n05e029,29,30,4,5
n05e030,30,31,4,5
n05e031,31,32,4,5
n05e032,32,33,4,5
n05e033,33,34,4,5
n05e034,34,35,4,5
n05e035,35,36,4,5
n05e036,36,37,4,5
n05e037,37,38,4,5
n05e038,38,39,4,5
n05e039,39,40,4,5
n05e040,40,41,4,5
n05e041,41,42,4,5
n05e042,42,43,4,5
n05e043,43,44,4,5
n05e044,44,45,4,5
n05e045,45,46,4,5
n05e046,46,47,4,5
n05e047,47,48,4,5
n05e048,48,49,4,5
n05e072,72,73,4,5
n05e073,73,74,4,5
n05e095,95,96,4,5
n05e096,96,97,4,5
n05e097,97,98,4,5
n05e098,98,99,4,5
n05e100,100,101,4,5
n05e101,101,102,4,5
n05e102,102,103,4,5
n05e103,103,104,4,5
n05e107,107,108,4,5
n05e108,108,109,4,5
n05e113,113,114,4,5
n05e114,114,115,4,5
n05e115,115,116,4,5
n05e116,116,117,4,5
n05e117,117,118,4,5
n05e118,118,119,4,5
n05e119,119,120,4,5
n05e120,120,121,4,5
n05e125,125,126,4,5
n05e126,126,127,4,5
n05e127,127,128,4,5
n05e131,131,132,4,5
n05e132,132,133,4,5
n05e168,168,169,4,5
n05w002,-2,-1,4,5
n05w003,-3,-2,4,5
n05w006,-6,-5,4,5
n05w007,-7,-6,4,5
n05w008,-8,-7,4,5
n05w009,-9,-8,4,5
n05w010,-10,-9,4,5
n05w052,-52,-51,4,5
n05w053,-53,-52,4,5
n05w054,-54,-53,4,5
n05w055,-55,-54,4,5
n05w056,-56,-55,4,5
n05w057,-57,-56,4,5
n05w058,-58,-57,4,5
n05w059,-59,-58,4,5
n05w060,-60,-59,4,5
n05w061,-61,-60,4,5
n05w062,-62,-61,4,5
n05w063,-63,-62,4,5
n05w064,-64,-63,4,5
n05w065,-65,-64,4,5
n05w066,-66,-65,4,5
n05w067,-67,-66,4,5
n05w068,-68,-67,4,5
n05w069,-69,-68,4,5
n05w070,-70,-69,4,5
n05w071,-71,-70,4,5
n05w072,-72,-71,4,5
n05w073,-73,-72,4,5
n05w074,-74,-73,4,5
n05w075,-75,-74,4,5
n05w076,-76,-75,4,5
n05w077,-77,-76,4,5
n05w078,-78,-77,4,5
n05w161,-161,-160,4,5
n06e000,0,1,5,6
n06e001,1,2,5,6
n06e004,4,5,5,6
n06e005,5,6,5,6
n06e006,6,7,5,6
n06e007,7,8,5,6
n06e008,8,9,5,6
n06e009,9,10,5,6
n06e010,10,11,5,6
n06e011,11,12,5,6
n06e012,12,13,5,6
n06e013,13,14,5,6
n06e014,14,15,5,6
n06e015,15,16,5,6
n06e016,16,17,5,6
n06e017,17,18,5,6
n06e018,18,19,5,6
n06e019,19,20,5,6
n06e020,20,21,5,6
n06e021,21,22,5,6
n06e022,22,23,5,6
n06e023,23,24,5,6
n06e024,24,25,5,6
n06e025,25,26,5,6
n06e026,26,27,5,6
n06e027,27,28,5,6
n06e028,28,29,5,6
n06e029,29,30,5,6
n06e030,30,31,5,6
n06e031,31,32,5,6
n06e032,32,33,5,6
n06e033,33,34,5,6
n06e034,34,35,5,6
n06e035,35,36,5,6
n06e036,36,37,5,6
n06e037,37,38,5,6
n06e038,38,39,5,6
n06e039,39,40,5,6
n06e040,40,41,5,6
n06e041,41,42,5,6
n06e042,42,43,5,6
n06e043,43,44,5,6
n06e044,44,45,5,6
n06e045,45,46,5,6
n06e046,46,47,5,6
n06e047,47,48,5,6
n06e048,48,49,5,6
n06e072,72,73,5,6
n06e073,73,74,5,6
n06e080,80,81,5,6
n06e095,95,96,5,6
n06e096,96,97,5,6
n06e097,97,98,5,6
n06e098,98,99,5,6
n06e100,100,101,5,6
n06e101,101,102,5,6
n06e102,102,103,5,6
n06e103,103,104,5,6
n06e114,114,115,5,6
n06e115,115,116,5,6
n06e116,116,117,5,6
n06e117,117,118,5,6
n06e118,118,119,5,6
n06e119,119,120,5,6
n06e120,120,121,5,6
n06e121,121,122,5,6
n06e124,124,125,5,6
n06e125,125,126,5,6
n06e126,126,127,5,6
n06e153,153,154,5,6
n06e157,157,158,5,6
n06e162,162,163,5,6
n06e163,163,164,5,6
n06e168,168,169,5,6
n06e169,169,170,5,6
n06e172,172,173,5,6
n06w001,-1,0,5,6
n06w002,-2,-1,5,6
n06w003,-3,-2,5,6
n06w004,-4,-3,5,6
n06w005,-5,-4,5,6
n06w006,-6,-5,5,6
n06w007,-7,-6,5,6
n06w008,-8,-7,5,6
n06w009,-9,-8,5,6
n06w010,-10,-9,5,6
n06w011,-11,-10,5,6
n06w053,-53,-52,5,6
n06w054,-54,-53,5,6
n06w055,-55,-54,5,6
n06w056,-56,-55,5,6
n06w057,-57,-56,5,6
n06w058,-58,-57,5,6
n06w059,-59,-58,5,6
n06w060,-60,-59,5,6
n06w061,-61,-60,5,6
n06w062,-62,-61,5,6
n06w063,-63,-62,5,6
n06w064,-64,-63,5,6
n06w065,-65,-64,5,6
n06w066,-66,-65,5,6
n06w067,-67,-66,5,6
n06w068,-68,-67,5,6
n06w069,-69,-68,5,6
n06w070,-70,-69,5,6
n06w071,-71,-70,5,6
n06w072,-72,-71,5,6
n06w073,-73,-72,5,6
n06w074,-74,-73,5,6
n06w075,-75,-74,5,6
n06w076,-76,-75,5,6
n06w077,-77,-76,5,6
n06w078,-78,-77,5,6
n06w088,-88,-87,5,6
n06w163,-163,-162,5,6
n07e000,0,1,6,7
n07e001,1,2,6,7
n07e002,2,3,6,7
n07e003,3,4,6,7
n07e004,4,5,6,7
n07e005,5,6,6,7
n07e006,6,7,6,7
n07e007,7,8,6,7
n07e008,8,9,6,7
n07e009,9,10,6,7
n07e010,10,11,6,7
n07e011,11,12,6,7
n07e012,12,13,6,7
n07e013,13,14,6,7
n07e014,14,15,6,7
n07e015,15,16,6,7
n07e016,16,17,6,7
n07e017,17,18,6,7
n07e018,18,19,6,7
n07e019,19,20,6,7
n07e020,20,21,6,7
n07e021,21,22,6,7
n07e022,22,23,6,7
n07e023,23,24,6,7
n07e024,24,25,6,7
n07e025,25,26,6,7
n07e026,26,27,6,7
n07e027,27,28,6,7
n07e028,28,29,6,7
n07e029,29,30,6,7
n07e030,30,31,6,7
n07e031,31,32,6,7
n07e032,32,33,6,7
n07e033,33,34,6,7
n07e034,34,35,6,7
n07e035,35,36,6,7
n07e036,36,37,6,7
n07e037,37,38,6,7
n07e038,38,39,6,7
n07e039,39,40,6,7
n07e040,40,41,6,7
n07e041,41,42,6,7
n07e042,42,43,6,7
n07e043,43,44,6,7
n07e044,44,45,6,7
n07e045,45,46,6,7
n07e046,46,47,6,7
n07e047,47,48,6,7
n07e048,48,49,6,7
n07e049,49,50,6,7
n07e072,72,73,6,7
n07e073,73,74,6,7
n07e079,79,80,6,7
n07e080,80,81,6,7
n07e081,81,82,6,7
n07e093,93,94,6,7
n07e099,99,100,6,7
n07e100,100,101,6,7
n07e101,101,102,6,7
n07e102,102,103,6,7
n07e115,115,116,6,7
n07e116,116,117,6,7
n07e117,117,118,6,7
n07e118,118,119,6,7
n07e120,120,121,6,7
n07e121,121,122,6,7
n07e122,122,123,6,7
n07e123,123,124,6,7
n07e124,124,125,6,7
n07e125,125,126,6,7
n07e126,126,127,6,7
n07e134,134,135,6,7
n07e149,149,150,6,7
n07e157,157,158,6,7
n07e158,158,159,6,7
n07e159,159,160,6,7
n07e160,160,161,6,7
n07e169,169,170,6,7
n07e171,171,172,6,7
n07e172,172,173,6,7
n07w001,-1,0,6,7
n07w002,-2,-1,6,7
n07w003,-3,-2,6,7
n07w004,-4,-3,6,7
n07w005,-5,-4,6,7
n07w006,-6,-5,6,7
n07w007,-7,-6,6,7
n07w008,-8,-7,6,7
n07w009,-9,-8,6,7
n07w010,-10,-9,6,7
n07w011,-11,-10,6,7
n07w012,-12,-11,6,7
n07w056,-56,-55,6,7
n07w057,-57,-56,6,7
n07w058,-58,-57,6,7
n07w059,-59,-58,6,7
n07w060,-60,-59,6,7
n07w061,-61,-60,6,7
n07w062,-62,-61,6,7
n07w063,-63,-62,6,7
n07w064,-64,-63,6,7
n07w065,-65,-64,6,7
n07w066,-66,-65,6,7
n07w067,-67,-66,6,7
n07w068,-68,-67,6,7
n07w069,-69,-68,6,7
n07w070,-70,-69,6,7
n07w071,-71,-70,6,7
n07w072,-72,-71,6,7
n07w073,-73,-72,6,7
n07w074,-74,-73,6,7
n07w075,-75,-74,6,7
n07w076,-76,-75,6,7
n07w077,-77,-76,6,7
n07w078,-78,-77,6,7
n07w163,-163,-162,6,7
n08e000,0,1,7,8
n08e001,1,2,7,8
n08e002,2,3,7,8
n08e003,3,4,7,8
n08e004,4,5,7,8
n08e005,5,6,7,8
n08e006,6,7,7,8
n08e007,7,8,7,8
n08e008,8,9,7,8
n08e009,9,10,7,8
n08e010,10,11,7,8
n08e011,11,12,7,8
n08e012,12,13,7,8
n08e013,13,14,7,8
n08e014,14,15,7,8
n08e015,15,16,7,8
n08e016,16,17,7,8
n08e017,17,18,7,8
n08e018,18,19,7,8
n08e019,19,20,7,8
n08e020,20,21,7,8
n08e021,21,22,7,8
n08e022,22,23,7,8
n08e023,23,24,7,8
n08e024,24,25,7,8
n08e025,25,26,7,8
n08e026,26,27,7,8
n08e027,27,28,7,8
n08e028,28,29,7,8
n08e029,29,30,7,8
n08e030,30,31,7,8
n08e031,31,32,7,8
n08e032,32,33,7,8
n08e033,33,34,7,8
n08e034,34,35,7,8
n08e035,35,36,7,8
n08e036,36,37,7,8
n08e037,37,38,7,8
n08e038,38,39,7,8
n08e039,39,40,7,8
n08e040,40,41,7,8
n08e041,41,42,7,8
n08e042,42,43,7,8
n08e043,43,44,7,8
n08e044,44,45,7,8
n08e045,45,46,7,8
n08e046,46,47,7,8
n08e047,47,48,7,8
n08e048,48,49,7,8
n08e049,49,50,7,8
n08e072,72,73,7,8
n08e079,79,80,7,8
n08e080,80,81,7,8
n08e081,81,82,7,8
n08e093,93,94,7,8
n08e098,98,99,7,8
n08e099,99,100,7,8
n08e100,100,101,7,8
n08e116,116,117,7,8
n08e117,117,118,7,8
n08e118,118,119,7,8
n08e121,121,122,7,8
n08e122,122,123,7,8
n08e123,123,124,7,8
n08e124,124,125,7,8
n08e125,125,126,7,8
n08e126,126,127,7,8
n08e134,134,135,7,8
n08e143,143,144,7,8
n08e147,147,148,7,8
n08e151,151,152,7,8
n08e152,152,153,7,8
n08e157,157,158,7,8
n08e158,158,159,7,8
n08e168,168,169,7,8
n08e171,171,172,7,8
n08w001,-1,0,7,8
n08w002,-2,-1,7,8
n08w003,-3,-2,7,8
n08w004,-4,-3,7,8
n08w005,-5,-4,7,8
n08w006,-6,-5,7,8
n08w007,-7,-6,7,8
n08w008,-8,-7,7,8
n08w009,-9,-8,7,8
n08w010,-10,-9,7,8
n08w011,-11,-10,7,8
n08w012,-12,-11,7,8
n08w013,-13,-12,7,8
n08w014,-14,-13,7,8
n08w059,-59,-58,7,8
n08w060,-60,-59,7,8
n08w061,-61,-60,7,8
n08w062,-62,-61,7,8
n08w063,-63,-62,7,8
n08w064,-64,-63,7,8
n08w065,-65,-64,7,8
n08w066,-66,-65,7,8
n08w067,-67,-66,7,8
n08w068,-68,-67,7,8
n08w069,-69,-68,7,8
n08w070,-70,-69,7,8
n08w071,-71,-70,7,8
n08w072,-72,-71,7,8
n08w073,-73,-72,7,8
n08w074,-74,-73,7,8
n08w075,-75,-74,7,8
n08w076,-76,-75,7,8
n08w077,-77,-76,7,8
n08w078,-78,-77,7,8
n08w079,-79,-78,7,8
n08w080,-80,-79,7,8
n08w081,-81,-80,7,8
n08w082,-82,-81,7,8
n08w083,-83,-82,7,8
n09e000,0,1,8,9
n09e001,1,2,8,9
n09e002,2,3,8,9
n09e003,3,4,8,9
n09e004,4,5,8,9
n09e005,5,6,8,9
n09e006,6,7,8,9
n09e007,7,8,8,9
n09e008,8,9,8,9
n09e009,9,10,8,9
n09e010,10,11,8,9
n09e011,11,12,8,9
n09e012,12,13,8,9
n09e013,13,14,8,9
n09e014,14,15,8,9
n09e015,15,16,8,9
n09e016,16,17,8,9
n09e017,17,18,8,9
n09e018,18,19,8,9
n09e019,19,20,8,9
n09e020,20,21,8,9
n09e021,21,22,8,9
n09e022,22,23,8,9
n09e023,23,24,8,9
n09e024,24,25,8,9
n09e025,25,26,8,9
n09e026,26,27,8,9
n09e027,27,28,8,9
n09e028,28,29,8,9
n09e029,29,30,8,9
n09e030,30,31,8,9
n09e031,31,32,8,9
n09e032,32,33,8,9
n09e033,33,34,8,9
n09e034,34,35,8,9
n09e035,35,36,8,9
n09e036,36,37,8,9
n09e037,37,38,8,9
n09e038,38,39,8,9
n09e039,39,40,8,9
n09e040,40,41,8,9
n09e041,41,42,8,9
n09e042,42,43,8,9
n09e043,43,44,8,9
n09e044,44,45,8,9
n09e045,45,46,8,9
n09e046,46,47,8,9
n09e047,47,48,8,9
n09e048,48,49,8,9
n09e049,49,50,8,9
n09e050,50,51,8,9
n09e073,73,74,8,9
n09e076,76,77,8,9
n09e077,77,78,8,9
n09e078,78,79,8,9
n09e079,79,80,8,9
n09e080,80,81,8,9
n09e081,81,82,8,9
n09e092,92,93,8,9
n09e093,93,94,8,9
n09e097,97,98,8,9
n09e098,98,99,8,9
n09e099,99,100,8,9
n09e100,100,101,8,9
n09e104,104,105,8,9
n09e105,105,106,8,9
n09e106,106,107,8,9
n09e116,116,117,8,9
n09e117,117,118,8,9
n09e118,118,119,8,9
n09e119,119,120,8,9
n09e120,120,121,8,9
n09e122,122,123,8,9
n09e123,123,124,8,9
n09e124,124,125,8,9
n09e125,125,126,8,9
n09e126,126,127,8,9
n09e134,134,135,8,9
n09e147,147,148,8,9
n09e149,149,150,8,9
n09e150,150,151,8,9
n09e151,151,152,8,9
n09e152,152,153,8,9
n09e165,165,166,8,9
n09e166,166,167,8,9
n09e167,167,168,8,9
n09e168,168,169,8,9
n09e170,170,171,8,9
n09e171,171,172,8,9
n09w001,-1,0,8,9
n09w002,-2,-1,8,9
n09w003,-3,-2,8,9
n09w004,-4,-3,8,9
n09w005,-5,-4,8,9
n09w006,-6,-5,8,9
n09w007,-7,-6,8,9
n09w008,-8,-7,8,9
n09w009,-9,-8,8,9
n09w010,-10,-9,8,9
n09w011,-11,-10,8,9
n09w012,-12,-11,8,9
n09w013,-13,-12,8,9
n09w014,-14,-13,8,9
n09w060,-60,-59,8,9
n09w061,-61,-60,8,9
n09w062,-62,-61,8,9
n09w063,-63,-62,8,9
n09w064,-64,-63,8,9
n09w065,-65,-64,8,9
n09w066,-66,-65,8,9
n09w067,-67,-66,8,9
n09w068,-68,-67,8,9
n09w069,-69,-68,8,9
n09w070,-70,-69,8,9
n09w071,-71,-70,8,9
n09w072,-72,-71,8,9
n09w073,-73,-72,8,9
n09w074,-74,-73,8,9
n09w075,-75,-74,8,9
n09w076,-76,-75,8,9
n09w077,-77,-76,8,9
n09w078,-78,-77,8,9
n09w079,-79,-78,8,9
n09w080,-80,-79,8,9
n09w081,-81,-80,8,9
n09w082,-82,-81,8,9
n09w083,-83,-82,8,9
n09w084,-84,-83,8,9
n10e000,0,1,9,10
n10e001,1,2,9,10
n10e002,2,3,9,10
n10e003,3,4,9,10
n10e004,4,5,9,10
n10e005,5,6,9,10
n10e006,6,7,9,10
n10e007,7,8,9,10
n10e008,8,9,9,10
n10e009,9,10,9,10
n10e010,10,11,9,10
n10e011,11,12,9,10
n10e012,12,13,9,10
n10e013,13,14,9,10
n10e014,14,15,9,10
n10e015,15,16,9,10
n10e016,16,17,9,10
n10e017,17,18,9,10
n10e018,18,19,9,10
n10e019,19,20,9,10
n10e020,20,21,9,10
n10e021,21,22,9,10
n10e022,22,23,9,10
n10e023,23,24,9,10
n10e024,24,25,9,10
n10e025,25,26,9,10
n10e026,26,27,9,10
n10e027,27,28,9,10
n10e028,28,29,9,10
n10e029,29,30,9,10
n10e030,30,31,9,10
n10e031,31,32,9,10
n10e032,32,33,9,10
n10e033,33,34,9,10
n10e034,34,35,9,10
n10e035,35,36,9,10
n10e036,36,37,9,10
n10e037,37,38,9,10
n10e038,38,39,9,10
n10e039,39,40,9,10
n10e040,40,41,9,10
n10e041,41,42,9,10
